EXPENSE_YEAR,EXPENSE_MONTH,ORGANIZATION_CODE,EXPENSE_TYPE_CODE,EXPENSE_PLAN_TOTAL
2016,2,035,38,1000.00
2016,2,040,38,30000.00
2016,2,1710,38,1000.00
2016,2,1720,38,1000.00
2016,2,1740,38,1000.00
2016,2,1810,38,1000.00
2016,2,1820,38,1000.00
2016,2,4720,38,300.00
2016,2,4740,38,1000.00
2016,2,4800,38,1000.00
2016,2,4820,38,1000.00
2016,2,5800,38,1000.00
2016,2,5810,38,300.00
2016,2,6740,38,300.00
2016,2,6820,38,1000.00
2016,2,7730,38,300.00
2016,2,7740,38,300.00
2016,2,7750,38,1000.00
2016,2,8740,38,2000.00
2016,2,8760,38,1000.00
2016,2,8800,38,3000.00
2016,3,006,38,1000.00
2016,3,007,38,3000.00
2016,3,009,38,1000.00
2016,3,015,38,1000.00
2016,3,018,38,1000.00
2016,3,021,38,1000.00
2016,3,023,38,300.00
2016,3,026,38,1000.00
2016,3,029,38,11000.00
2016,3,030,38,1000.00
2016,3,031,38,1000.00
2016,3,039,38,5000.00
2016,3,040,38,2000.00
2016,3,1730,38,1000.00
2016,3,1740,38,1000.00
2016,3,1750,38,1000.00
2016,3,1810,38,1000.00
2016,3,4700,38,1000.00
2016,3,5760,38,1000.00
2016,3,5800,38,1000.00
2016,3,6740,38,300.00
2016,3,7800,38,3000.00
2016,3,7810,38,1000.00
2016,3,8740,38,1000.00
2016,3,8810,38,1000.00
2016,4,009,38,10000.00
2016,4,015,38,11000.00
2016,4,017,38,10000.00
2016,4,018,38,13000.00
2016,4,019,38,10000.00
2016,4,020,38,8000.00
2016,4,021,38,10000.00
2016,4,022,38,10000.00
2016,4,023,38,1000.00
2016,4,025,38,8000.00
2016,4,026,38,8000.00
2016,4,029,38,1000.00
2016,4,030,38,8000.00
2016,4,031,38,8000.00
2016,4,032,38,13000.00
2016,4,033,38,8000.00
2016,4,034,38,13000.00
2016,4,1740,38,300.00
2016,4,1800,38,8000.00
2016,4,1810,38,300.00
2016,4,1820,38,1000.00
2016,4,4750,38,1000.00
2016,4,4800,38,8000.00
2016,4,4820,38,1000.00
2016,4,5800,38,5000.00
2016,4,6740,38,300.00
2016,4,6810,38,1000.00
2016,4,6820,38,1000.00
2016,4,7810,38,1000.00
2016,4,7820,38,1000.00
2016,4,8740,38,1000.00
2016,4,8760,38,1000.00
2016,4,8820,38,1000.00
2016,5,006,38,9000.00
2016,5,009,38,1000.00
2016,5,013,38,8000.00
2016,5,014,38,8000.00
2016,5,017,38,1000.00
2016,5,021,38,1000.00
2016,5,023,38,10000.00
2016,5,026,38,1000.00
2016,5,031,38,1000.00
2016,5,035,38,8000.00
2016,5,036,38,10000.00
2016,5,040,38,1000.00
2016,5,1720,38,1000.00
2016,5,1730,38,1000.00
2016,5,4700,38,1000.00
2016,5,4800,38,1000.00
2016,5,5810,38,300.00
2016,5,6760,38,300.00
2016,5,6800,38,8000.00
2016,5,7710,38,300.00
2016,5,7730,38,300.00
2019,6,4750,32,30000.00
2019,6,4760,32,20000.00
2019,6,4800,32,30000.00
2019,6,4810,32,12000.00
2019,6,4820,32,12000.00
2019,6,5700,32,20000.00
2019,6,5710,32,9000.00
2019,6,5720,32,20000.00
2019,6,5730,32,20000.00
2019,6,5740,32,40000.00
2019,6,5750,32,20000.00
2019,6,5760,32,30000.00
2019,6,5800,32,30000.00
2019,6,5810,32,7000.00
2019,6,5820,32,13000.00
2019,6,6700,32,20000.00
2019,6,6710,32,8000.00
2019,6,6720,32,20000.00
2019,6,6730,32,20000.00
2019,6,6740,32,70000.00
2019,6,6750,32,20000.00
2019,6,6760,32,30000.00
2019,6,6800,32,40000.00
2019,6,6810,32,7000.00
2019,6,6820,32,13000.00
2019,6,7700,32,20000.00
2019,6,7710,32,11000.00
2019,6,7720,32,20000.00
2019,6,7730,32,20000.00
2019,6,7740,32,50000.00
2019,6,7750,32,20000.00
2019,6,7760,32,20000.00
2019,6,7800,32,20000.00
2019,6,7810,32,9000.00
2019,6,7820,32,7000.00
2019,6,8700,32,20000.00
2019,6,8710,32,3000.00
2019,6,8720,32,20000.00
2019,6,8730,32,20000.00
2019,6,8740,32,70000.00
2019,6,8750,32,30000.00
2019,6,8760,32,30000.00
2019,6,8800,32,20000.00
2019,6,8810,32,8000.00
2019,6,8820,32,12000.00
2019,7,006,32,20000.00
2019,7,007,32,20000.00
2019,7,009,32,20000.00
2019,7,013,32,20000.00
2019,7,014,32,20000.00
2019,7,015,32,20000.00
2019,7,017,32,20000.00
2019,7,018,32,20000.00
2019,7,019,32,20000.00
2019,7,020,32,20000.00
2019,7,021,32,20000.00
2019,7,022,32,20000.00
2019,7,023,32,20000.00
2019,7,024,32,20000.00
2019,7,025,32,14000.00
2019,7,026,32,20000.00
2019,7,028,32,20000.00
2019,7,029,32,20000.00
2019,7,030,32,20000.00
2019,7,031,32,20000.00
2019,7,032,32,30000.00
2019,7,033,32,20000.00
2019,7,034,32,30000.00
2019,7,035,32,20000.00
2019,7,036,32,20000.00
2019,7,037,32,14000.00
2019,7,038,32,12000.00
2019,7,039,32,15000.00
2019,7,040,32,100000.00
2019,7,1700,32,50000.00
2018,12,007,3,300.00
2018,12,009,3,1000.00
2018,12,013,3,400.00
2018,12,014,3,1000.00
2018,12,015,3,1000.00
2018,12,018,3,1000.00
2018,12,019,3,2000.00
2018,12,021,3,2000.00
2018,12,022,3,1000.00
2018,12,023,3,3000.00
2018,12,024,3,400.00
2018,12,026,3,200.00
2018,12,028,3,3000.00
2018,12,029,3,400.00
2018,12,030,3,3000.00
2018,12,031,3,4000.00
2018,12,032,3,1000.00
2018,12,033,3,2000.00
2018,12,034,3,2000.00
2018,12,035,3,3000.00
2018,12,036,3,1000.00
2018,12,038,3,3000.00
2018,12,039,3,400.00
2018,12,040,3,11000.00
2018,12,1700,3,11000.00
2018,12,1720,3,5000.00
2018,12,1730,3,300.00
2018,12,1740,3,10000.00
2018,12,1760,3,2000.00
2018,12,1800,3,3000.00
2018,12,1810,3,4000.00
2018,12,1820,3,3000.00
2018,12,4700,3,9000.00
2018,12,4720,3,1000.00
2018,12,4730,3,5000.00
2018,12,4740,3,2000.00
2018,12,4750,3,2000.00
2018,12,4800,3,2000.00
2018,12,4810,3,1000.00
2018,12,4820,3,6000.00
2018,12,5710,3,4000.00
2018,12,5720,3,10000.00
2018,12,5730,3,4000.00
2018,12,5740,3,6000.00
2018,12,5750,3,5000.00
2018,12,5760,3,3000.00
2018,12,5800,3,13000.00
2018,12,5810,3,1000.00
2018,12,5820,3,2000.00
2018,12,6700,3,20000.00
2018,12,6720,3,2000.00
2018,12,6730,3,1000.00
2018,12,6740,3,12000.00
2018,12,6750,3,6000.00
2018,12,6760,3,3000.00
2018,12,6800,3,4000.00
2018,12,6810,3,100.00
2016,12,013,25,400.00
2016,12,014,25,1000.00
2016,12,015,25,1000.00
2016,12,017,25,1000.00
2016,12,018,25,1000.00
2016,12,019,25,1000.00
2016,12,020,25,1000.00
2016,12,021,25,1000.00
2016,12,022,25,1000.00
2016,12,023,25,500.00
2016,12,024,25,400.00
2016,12,025,25,500.00
2016,12,026,25,500.00
2016,12,029,25,1000.00
2016,12,030,25,400.00
2016,12,031,25,500.00
2016,12,032,25,1000.00
2016,12,033,25,1000.00
2016,12,034,25,1000.00
2016,12,035,25,500.00
2016,12,036,25,1000.00
2016,12,039,25,400.00
2016,12,040,25,2000.00
2016,12,1700,25,2000.00
2016,12,1710,25,300.00
2016,12,1720,25,1000.00
2016,12,1730,25,1000.00
2016,12,1740,25,2000.00
2016,12,1750,25,1000.00
2016,12,1760,25,1000.00
2016,12,1800,25,1000.00
2016,12,1810,25,2000.00
2016,12,1820,25,1000.00
2016,12,4700,25,1000.00
2016,12,4710,25,200.00
2016,12,4720,25,500.00
2016,12,4730,25,1000.00
2016,12,4740,25,1000.00
2016,12,4750,25,1000.00
2016,12,4760,25,500.00
2016,12,4800,25,1000.00
2016,12,4810,25,400.00
2016,12,4820,25,500.00
2016,12,5700,25,400.00
2016,12,5710,25,300.00
2016,12,5720,25,1000.00
2016,12,5730,25,400.00
2016,12,5740,25,1000.00
2016,12,5750,25,1000.00
2016,12,5760,25,1000.00
2016,12,5800,25,1000.00
2016,12,5810,25,200.00
2016,12,5820,25,400.00
2016,12,6700,25,1000.00
2016,12,6720,25,1000.00
2016,12,6730,25,400.00
2016,12,6740,25,2000.00
2016,12,6750,25,1000.00
2016,12,6760,25,1000.00
2016,12,6800,25,1000.00
2016,12,6810,25,400.00
2016,12,6820,25,1000.00
2016,12,7700,25,400.00
2016,12,7710,25,400.00
2016,12,7720,25,1000.00
2016,12,7730,25,1000.00
2016,12,7740,25,1000.00
2016,12,7750,25,1000.00
2016,12,7760,25,1000.00
2016,12,7800,25,1000.00
2016,12,7810,25,1000.00
2016,12,7820,25,400.00
2016,12,8700,25,1000.00
2016,12,8710,25,300.00
2016,12,8720,25,1000.00
2016,12,8730,25,1000.00
2016,12,8740,25,2000.00
2016,12,8750,25,1000.00
2016,12,8760,25,1000.00
2016,12,8800,25,1000.00
2016,12,8810,25,400.00
2016,12,8820,25,1000.00
2017,1,006,25,1000.00
2017,1,007,25,1000.00
2017,1,009,25,1000.00
2017,1,013,25,1000.00
2017,1,014,25,1000.00
2017,1,015,25,1000.00
2017,1,017,25,1000.00
2017,1,018,25,1000.00
2017,1,019,25,1000.00
2017,1,020,25,1000.00
2017,1,021,25,1000.00
2017,1,022,25,1000.00
2017,1,023,25,1000.00
2017,1,024,25,1000.00
2017,1,025,25,1000.00
2017,1,026,25,1000.00
2017,1,029,25,1000.00
2017,1,030,25,1000.00
2017,1,031,25,1000.00
2017,1,032,25,1000.00
2017,1,033,25,1000.00
2017,1,034,25,1000.00
2017,1,035,25,1000.00
2017,1,036,25,1000.00
2017,1,039,25,1000.00
2017,1,040,25,4000.00
2017,1,1700,25,2000.00
2017,1,1710,25,300.00
2017,1,1720,25,1000.00
2017,1,1730,25,1000.00
2017,1,1740,25,3000.00
2017,1,1750,25,1000.00
2017,1,1760,25,1000.00
2017,1,1800,25,1000.00
2017,1,1810,25,2000.00
2017,1,1820,25,1000.00
2017,1,4700,25,1000.00
2017,1,4710,25,200.00
2017,1,4720,25,500.00
2017,1,4730,25,1000.00
2017,1,4740,25,1000.00
2017,1,4750,25,1000.00
2017,1,4760,25,1000.00
2017,1,4800,25,1000.00
2017,1,4810,25,400.00
2017,1,4820,25,500.00
2017,1,5700,25,400.00
2017,1,5710,25,300.00
2017,1,5720,25,1000.00
2017,1,5730,25,400.00
2017,1,5740,25,1000.00
2017,1,5750,25,1000.00
2017,1,5760,25,1000.00
2017,1,5800,25,1000.00
2017,1,5810,25,200.00
2017,1,5820,25,400.00
2017,1,6700,25,1000.00
2017,1,6720,25,1000.00
2017,1,6730,25,400.00
2017,1,6740,25,2000.00
2017,1,6750,25,1000.00
2017,1,6760,25,1000.00
2017,1,6800,25,1000.00
2017,1,6810,25,500.00
2017,1,6820,25,1000.00
2017,1,7700,25,400.00
2017,1,7710,25,300.00
2017,1,7720,25,1000.00
2017,1,7730,25,1000.00
2017,1,7740,25,1000.00
2019,11,018,3,300.00
2019,11,019,3,500.00
2019,11,021,3,2000.00
2019,11,022,3,1000.00
2019,11,023,3,400.00
2019,11,024,3,1000.00
2019,11,025,3,1000.00
2019,11,026,3,1000.00
2019,11,028,3,100.00
2019,11,029,3,2000.00
2019,11,030,3,1000.00
2019,11,031,3,3000.00
2019,11,032,3,1000.00
2019,11,033,3,300.00
2019,11,034,3,400.00
2019,11,035,3,3000.00
2019,11,036,3,3000.00
2019,11,037,3,4000.00
2019,11,038,3,1000.00
2019,11,039,3,1000.00
2019,11,040,3,6000.00
2019,11,1700,3,11000.00
2019,11,1710,3,2000.00
2019,11,1720,3,2000.00
2019,11,1730,3,1000.00
2019,11,1740,3,4000.00
2019,11,1760,3,400.00
2019,11,1800,3,3000.00
2019,11,1810,3,4000.00
2019,11,1820,3,3000.00
2019,11,4700,3,2000.00
2019,11,4720,3,300.00
2019,11,4730,3,1000.00
2019,11,4740,3,9000.00
2019,11,4750,3,7000.00
2019,11,4760,3,1000.00
2019,11,4800,3,5000.00
2019,11,4810,3,1000.00
2019,11,4820,3,1000.00
2019,11,5710,3,2000.00
2019,11,5720,3,1000.00
2019,11,5730,3,400.00
2019,11,5740,3,1000.00
2019,11,5750,3,2000.00
2019,11,5760,3,1000.00
2019,11,5800,3,400.00
2019,11,5810,3,3000.00
2019,11,5820,3,2000.00
2019,11,6710,3,1000.00
2019,11,6720,3,2000.00
2019,11,6730,3,7000.00
2019,11,6740,3,5000.00
2019,11,6750,3,6000.00
2019,11,6760,3,3000.00
2019,11,6800,3,400.00
2019,11,6810,3,1000.00
2019,11,6820,3,2000.00
2019,11,7700,3,2000.00
2019,11,7710,3,300.00
2019,11,7720,3,3000.00
2019,11,7730,3,2000.00
2019,11,7740,3,2000.00
2019,11,7750,3,1000.00
2019,11,7760,3,2000.00
2019,11,7800,3,400.00
2019,11,7810,3,3000.00
2019,11,7820,3,100.00
2019,11,8700,3,4000.00
2019,11,8710,3,2000.00
2019,11,8720,3,400.00
2019,11,8730,3,300.00
2019,11,8740,3,2000.00
2019,11,8750,3,1000.00
2019,11,8760,3,5000.00
2018,7,6810,14,1000.00
2018,7,6820,14,200.00
2018,7,7710,14,100.00
2018,7,7720,14,400.00
2018,7,7810,14,200.00
2018,7,7820,14,400.00
2018,7,8710,14,500.00
2018,7,8740,14,1000.00
2018,7,8760,14,100.00
2018,7,8810,14,100.00
2018,7,8820,14,1000.00
2018,8,1710,14,500.00
2018,8,1720,14,1000.00
2018,8,1730,14,100.00
2018,8,1740,14,1000.00
2018,8,1760,14,300.00
2018,8,1810,14,2000.00
2018,8,1820,14,1000.00
2018,8,4710,14,300.00
2018,8,4720,14,400.00
2018,8,4740,14,300.00
2018,8,4760,14,400.00
2018,8,4810,14,1000.00
2018,8,4820,14,1000.00
2018,8,5710,14,200.00
2018,8,5720,14,100.00
2018,8,5740,14,1000.00
2018,8,5810,14,1000.00
2018,8,5820,14,1000.00
2018,8,6730,14,100.00
2018,8,6740,14,200.00
2018,8,6760,14,200.00
2018,8,6810,14,1000.00
2018,8,7720,14,400.00
2018,8,7730,14,300.00
2018,8,7740,14,200.00
2018,8,7810,14,1000.00
2018,8,7820,14,1000.00
2018,8,8710,14,400.00
2018,8,8720,14,300.00
2018,8,8730,14,400.00
2018,8,8740,14,1000.00
2018,8,8760,14,100.00
2018,8,8810,14,1000.00
2018,8,8820,14,2000.00
2018,9,1710,14,100.00
2018,9,1720,14,200.00
2018,9,1730,14,200.00
2018,9,1740,14,2000.00
2018,9,1760,14,400.00
2018,9,1810,14,2000.00
2018,9,1820,14,2000.00
2018,9,4710,14,200.00
2018,9,4720,14,400.00
2018,9,4730,14,300.00
2018,9,4740,14,1000.00
2018,9,4760,14,200.00
2018,9,4810,14,1000.00
2018,9,4820,14,1000.00
2018,9,5710,14,200.00
2018,9,5720,14,1000.00
2018,9,5740,14,1000.00
2018,9,5810,14,1000.00
2018,9,5820,14,400.00
2018,9,6720,14,300.00
2018,9,6740,14,400.00
2018,9,6760,14,300.00
2018,9,6810,14,1000.00
2018,9,6820,14,200.00
2018,9,7720,14,400.00
2018,9,7730,14,1000.00
2018,9,7810,14,1000.00
2018,9,8710,14,100.00
2020,3,1700,32,70000.00
2020,3,1710,32,8000.00
2020,3,1720,32,20000.00
2020,3,1730,32,20000.00
2020,3,1740,32,80000.00
2020,3,1750,32,20000.00
2020,3,1760,32,30000.00
2020,3,1800,32,40000.00
2020,3,1810,32,20000.00
2020,3,1820,32,20000.00
2020,3,4700,32,20000.00
2020,3,4710,32,6000.00
2020,3,4720,32,15000.00
2020,3,4730,32,20000.00
2020,3,4740,32,50000.00
2020,3,4750,32,30000.00
2020,3,4760,32,20000.00
2020,3,4800,32,30000.00
2020,3,4810,32,13000.00
2020,3,4820,32,10000.00
2020,3,5700,32,20000.00
2020,3,5710,32,10000.00
2020,3,5720,32,20000.00
2020,3,5730,32,20000.00
2020,3,5740,32,60000.00
2020,3,5750,32,20000.00
2020,3,5760,32,30000.00
2020,3,5800,32,30000.00
2020,3,5810,32,8000.00
2020,3,5820,32,13000.00
2020,3,6700,32,20000.00
2020,3,6710,32,9000.00
2020,3,6720,32,20000.00
2020,3,6730,32,20000.00
2020,3,6740,32,80000.00
2020,3,6750,32,30000.00
2020,3,6760,32,30000.00
2020,3,6800,32,40000.00
2020,3,6810,32,9000.00
2020,3,6820,32,13000.00
2020,3,7700,32,20000.00
2020,3,7710,32,11000.00
2020,3,7720,32,30000.00
2020,3,7730,32,20000.00
2020,3,7740,32,50000.00
2020,3,7750,32,20000.00
2020,3,7760,32,30000.00
2020,3,7800,32,20000.00
2020,3,7810,32,9000.00
2020,3,7820,32,9000.00
2020,3,8700,32,20000.00
2020,3,8710,32,6000.00
2020,3,8720,32,20000.00
2020,3,8730,32,20000.00
2020,3,8740,32,80000.00
2020,3,8750,32,30000.00
2020,3,8760,32,30000.00
2020,3,8800,32,20000.00
2020,3,8810,32,9000.00
2020,3,8820,32,8000.00
2020,4,006,32,20000.00
2020,4,007,32,20000.00
2020,4,009,32,20000.00
2020,4,013,32,20000.00
2020,4,014,32,20000.00
2020,4,015,32,20000.00
2020,4,017,32,20000.00
2020,4,018,32,20000.00
2020,4,019,32,20000.00
2020,4,020,32,20000.00
2020,4,021,32,20000.00
2020,4,022,32,20000.00
2020,4,023,32,11000.00
2020,4,024,32,20000.00
2020,4,025,32,20000.00
2020,4,026,32,20000.00
2020,4,028,32,20000.00
2020,4,029,32,20000.00
2020,4,030,32,20000.00
2020,4,031,32,20000.00
2020,4,032,32,30000.00
2020,4,033,32,20000.00
2020,4,034,32,20000.00
2020,4,035,32,20000.00
2020,4,036,32,20000.00
2020,4,037,32,20000.00
2020,4,038,32,15000.00
2020,4,039,32,20000.00
2020,4,040,32,120000.00
2020,4,1700,32,70000.00
2020,4,1710,32,7000.00
2020,4,1720,32,20000.00
2020,4,1730,32,20000.00
2020,4,1740,32,70000.00
2020,4,1750,32,20000.00
2020,4,1760,32,30000.00
2020,4,1800,32,40000.00
2020,4,1810,32,20000.00
2020,4,1820,32,20000.00
2020,4,4700,32,20000.00
2020,4,4710,32,5000.00
2020,4,4720,32,20000.00
2020,4,4730,32,20000.00
2020,4,4740,32,50000.00
2020,4,4750,32,20000.00
2020,4,4760,32,20000.00
2020,4,4800,32,30000.00
2020,4,4810,32,13000.00
2020,4,4820,32,13000.00
2020,4,5700,32,20000.00
2020,4,5710,32,11000.00
2020,4,5720,32,20000.00
2020,4,5730,32,20000.00
2020,4,5740,32,50000.00
2020,4,5750,32,20000.00
2020,4,5760,32,30000.00
2020,4,5800,32,30000.00
2020,4,5810,32,7000.00
2020,4,5820,32,13000.00
2020,4,6700,32,30000.00
2020,4,6710,32,9000.00
2020,4,6720,32,20000.00
2020,4,6730,32,20000.00
2020,4,6740,32,80000.00
2020,4,6750,32,20000.00
2020,4,6760,32,30000.00
2020,4,6800,32,40000.00
2020,4,6810,32,8000.00
2020,4,6820,32,12000.00
2020,4,7700,32,20000.00
2020,4,7710,32,12000.00
2020,4,7720,32,30000.00
2020,4,7730,32,20000.00
2020,4,7740,32,60000.00
2020,4,7750,32,20000.00
2020,4,7760,32,30000.00
2020,4,7800,32,14000.00
2020,4,7810,32,9000.00
2020,4,7820,32,9000.00
2020,4,8700,32,20000.00
2020,4,8710,32,10000.00
2020,4,8720,32,20000.00
2020,4,8730,32,20000.00
2020,4,8740,32,80000.00
2020,4,8750,32,30000.00
2020,4,8760,32,30000.00
2020,4,8800,32,20000.00
2020,4,8810,32,8000.00
2020,4,8820,32,7000.00
2020,5,006,32,14000.00
2020,5,007,32,20000.00
2020,5,009,32,20000.00
2020,5,013,32,30000.00
2020,5,014,32,20000.00
2020,5,015,32,30000.00
2020,5,017,32,20000.00
2020,5,018,32,20000.00
2020,5,019,32,20000.00
2020,5,020,32,20000.00
2020,5,021,32,20000.00
2020,5,022,32,20000.00
2020,5,023,32,20000.00
2020,5,024,32,20000.00
2020,5,025,32,20000.00
2020,5,026,32,20000.00
2020,5,028,32,20000.00
2020,5,029,32,20000.00
2020,5,030,32,20000.00
2020,5,031,32,20000.00
2020,5,032,32,30000.00
2020,5,033,32,20000.00
2020,5,034,32,20000.00
2020,5,035,32,20000.00
2020,5,036,32,20000.00
2020,5,037,32,20000.00
2020,5,038,32,20000.00
2020,5,039,32,14000.00
2020,5,040,32,120000.00
2020,5,1700,32,70000.00
2020,5,1710,32,7000.00
2020,5,1720,32,20000.00
2020,5,1730,32,20000.00
2020,5,1740,32,80000.00
2020,5,1750,32,20000.00
2020,5,1760,32,30000.00
2020,5,1800,32,40000.00
2020,5,1810,32,20000.00
2020,5,1820,32,20000.00
2020,5,4700,32,20000.00
2020,5,4710,32,6000.00
2020,5,4720,32,20000.00
2020,5,4730,32,20000.00
2020,5,4740,32,50000.00
2020,5,4750,32,30000.00
2020,5,4760,32,30000.00
2020,5,4800,32,30000.00
2020,5,4810,32,12000.00
2020,5,4820,32,13000.00
2020,5,5700,32,20000.00
2020,5,5710,32,12000.00
2020,5,5720,32,20000.00
2020,5,5730,32,20000.00
2020,5,5740,32,60000.00
2020,5,5750,32,30000.00
2020,5,5760,32,30000.00
2020,5,5800,32,30000.00
2020,5,5810,32,8000.00
2020,5,5820,32,13000.00
2020,5,6700,32,30000.00
2020,5,6710,32,9000.00
2020,5,6720,32,20000.00
2020,5,6730,32,20000.00
2020,5,6740,32,80000.00
2020,5,6750,32,20000.00
2020,5,6760,32,40000.00
2020,5,6800,32,40000.00
2020,5,6810,32,8000.00
2020,5,6820,32,14000.00
2020,5,7700,32,20000.00
2020,5,7710,32,11000.00
2020,5,7720,32,30000.00
2020,5,7730,32,20000.00
2020,5,7740,32,50000.00
2020,5,7750,32,20000.00
2020,5,7760,32,30000.00
2020,6,014,3,1000.00
2020,6,015,3,1000.00
2020,6,017,3,1000.00
2020,6,019,3,1000.00
2020,6,020,3,2000.00
2020,6,022,3,300.00
2020,6,024,3,500.00
2020,6,026,3,400.00
2020,6,028,3,1000.00
2020,6,029,3,2000.00
2020,6,030,3,200.00
2018,10,1720,32,20000.00
2018,10,1730,32,20000.00
2018,10,1740,32,60000.00
2018,10,1750,32,20000.00
2018,10,1760,32,30000.00
2018,10,1800,32,40000.00
2018,10,1810,32,30000.00
2018,10,1820,32,20000.00
2018,10,4700,32,20000.00
2018,10,4710,32,3000.00
2018,10,4720,32,7000.00
2018,10,4730,32,20000.00
2018,10,4740,32,40000.00
2018,10,4750,32,30000.00
2019,12,7750,25,1000.00
2019,12,7760,25,1000.00
2019,12,7800,25,1000.00
2019,12,7810,25,1000.00
2019,12,7820,25,1000.00
2019,12,8700,25,1000.00
2019,12,8710,25,400.00
2019,12,8720,25,1000.00
2019,12,8730,25,1000.00
2019,12,8740,25,3000.00
2019,12,8750,25,1000.00
2019,12,8760,25,1000.00
2019,12,8800,25,1000.00
2019,12,8810,25,1000.00
2019,12,8820,25,1000.00
2020,1,006,25,1000.00
2020,1,007,25,1000.00
2020,1,009,25,1000.00
2020,1,013,25,1000.00
2020,1,014,25,1000.00
2020,1,015,25,1000.00
2020,1,017,25,1000.00
2020,1,018,25,1000.00
2020,1,019,25,1000.00
2020,1,020,25,1000.00
2020,1,021,25,2000.00
2020,1,022,25,1000.00
2020,1,023,25,1000.00
2020,1,024,25,1000.00
2020,1,025,25,1000.00
2020,1,026,25,1000.00
2020,1,028,25,1000.00
2020,1,029,25,1000.00
2020,1,030,25,1000.00
2020,1,031,25,1000.00
2020,1,032,25,1000.00
2020,1,033,25,1000.00
2020,1,034,25,2000.00
2020,1,035,25,1000.00
2020,1,036,25,1000.00
2020,1,037,25,1000.00
2020,1,038,25,1000.00
2020,1,039,25,1000.00
2020,1,040,25,8000.00
2020,1,1700,25,2000.00
2020,1,1710,25,400.00
2020,1,1720,25,1000.00
2020,1,1730,25,1000.00
2020,1,1740,25,3000.00
2020,1,1750,25,1000.00
2020,1,1760,25,1000.00
2020,1,1800,25,1000.00
2020,1,1810,25,2000.00
2020,1,1820,25,1000.00
2020,1,4700,25,1000.00
2020,1,4710,25,300.00
2020,1,4720,25,1000.00
2020,1,4730,25,1000.00
2020,1,4740,25,2000.00
2020,1,4750,25,1000.00
2020,1,4760,25,1000.00
2020,1,4800,25,1000.00
2020,1,4810,25,1000.00
2020,1,4820,25,1000.00
2020,1,5700,25,1000.00
2020,1,5710,25,500.00
2020,1,5720,25,1000.00
2020,1,5730,25,1000.00
2020,1,5740,25,2000.00
2020,1,5750,25,1000.00
2020,1,5760,25,1000.00
2020,1,5800,25,1000.00
2020,1,5810,25,1000.00
2020,1,5820,25,1000.00
2020,1,6700,25,1000.00
2020,1,6710,25,400.00
2020,1,6720,25,1000.00
2020,1,6730,25,1000.00
2020,1,6740,25,3000.00
2020,1,6750,25,1000.00
2020,1,6760,25,1000.00
2020,1,6800,25,1000.00
2020,1,6810,25,1000.00
2020,1,6820,25,1000.00
2020,1,7700,25,1000.00
2020,1,7710,25,400.00
2020,1,7720,25,1000.00
2020,1,7730,25,1000.00
2020,1,7740,25,2000.00
2020,1,7750,25,1000.00
2020,1,7760,25,1000.00
2020,1,7800,25,1000.00
2020,1,7810,25,1000.00
2020,1,7820,25,1000.00
2020,1,8700,25,1000.00
2020,1,8710,25,500.00
2020,1,8720,25,1000.00
2020,1,8730,25,1000.00
2020,1,8740,25,3000.00
2020,1,8750,25,1000.00
2020,1,8760,25,1000.00
2020,1,8800,25,1000.00
2020,1,8810,25,1000.00
2020,1,8820,25,1000.00
2020,2,006,25,1000.00
2020,2,007,25,1000.00
2020,2,009,25,1000.00
2020,2,013,25,1000.00
2020,2,014,25,1000.00
2020,2,015,25,1000.00
2020,2,017,25,1000.00
2020,2,018,25,1000.00
2020,2,019,25,1000.00
2020,2,020,25,1000.00
2020,2,021,25,1000.00
2020,2,022,25,1000.00
2020,2,023,25,1000.00
2020,2,024,25,1000.00
2020,2,025,25,1000.00
2017,4,5760,25,1000.00
2017,4,5800,25,1000.00
2017,4,5810,25,300.00
2017,4,5820,25,400.00
2017,4,6700,25,1000.00
2017,4,6720,25,1000.00
2017,4,6730,25,400.00
2017,4,6740,25,2000.00
2017,4,6750,25,1000.00
2017,4,6760,25,1000.00
2017,4,6800,25,1000.00
2017,4,6810,25,1000.00
2017,4,6820,25,1000.00
2017,4,7700,25,400.00
2017,4,7710,25,400.00
2017,4,7720,25,1000.00
2017,4,7730,25,1000.00
2017,4,7740,25,1000.00
2017,4,7750,25,1000.00
2017,4,7760,25,1000.00
2017,4,7800,25,1000.00
2017,4,7810,25,500.00
2017,4,7820,25,400.00
2017,4,8700,25,1000.00
2017,4,8710,25,300.00
2017,4,8720,25,1000.00
2017,4,8730,25,1000.00
2017,4,8740,25,2000.00
2017,4,8750,25,1000.00
2017,4,8760,25,1000.00
2017,4,8800,25,1000.00
2017,4,8810,25,500.00
2017,4,8820,25,1000.00
2017,5,006,25,1000.00
2017,5,007,25,1000.00
2017,5,009,25,1000.00
2017,5,013,25,1000.00
2017,5,014,25,1000.00
2017,5,015,25,1000.00
2017,5,017,25,1000.00
2017,5,018,25,1000.00
2017,5,019,25,1000.00
2017,5,020,25,1000.00
2017,5,021,25,1000.00
2017,5,022,25,1000.00
2017,5,023,25,1000.00
2017,5,024,25,1000.00
2017,5,025,25,1000.00
2017,5,026,25,1000.00
2017,5,029,25,1000.00
2017,5,030,25,1000.00
2017,5,031,25,1000.00
2017,5,032,25,1000.00
2017,5,033,25,1000.00
2017,5,034,25,1000.00
2017,5,035,25,1000.00
2017,5,036,25,1000.00
2017,5,039,25,1000.00
